date,developerResponse,review,rating,isEdited,userName,title,sentiment,,,,,
6/5/2018 15:14,"{'id': 5157722, 'body': ""UPD: We do appreciate your help in this matter! Our developers are investigating the issue right now and we hope to come up with the solution as soon as possible. Thanks for your patience. Hi there, we are really sorry for the troubles caused. For some reason, we never received a reply to any of our emails, so we weren't aware that the issue persists. Our support team will send you another email to specify the details of the login issue. Please reply to this one and we will do our best to fix the issue for good this time. Thank you!"", 'modified': '2018-09-21T10:03:32Z'}","I been having problems logging in to the app for several months and every time I post an issue, I get an email saying that they fix the issue. Therefore, I’m still having the same problem today and keep getting the same email. Now, I don’t even feel save having my accounts information sync with the app, due to the fact that I can even log in to check my accounts. It’s a good app, but the reliability it’s disappointing. 
Now you respond to my review, and for your information I have been replying to the emails from Stan, one of your employees.",1,FALSE,disappointedcustumer,Unable to login for days at a time,negative,,,,,
3/31/2023 10:54,"{'id': 35741752, 'body': ""Hi there! Thank you for the feedback. Be assured that your voice is heard, and we will have an internal discussion to find ways to improve the app in these matters. Regarding the case of your paycheck, please note that you can change the date of the paycheck transaction to include it in the next month's calculations."", 'modified': '2023-04-03T13:02:02Z'}","The ease of use and simplicity are impeccable. The app has great promise, but there are a few things that are not helpful: Account management- cannot clearly tell if you’re in the trial period or if you actually have the premium service. If you have the premium tier you can’t tell if you’re monthly or annual. 

Bill name- cannot update the merchant name. I had to delete the bill and re- add it because I had a misspelled word. 

Budget planning- my monthly paycheck comes at the end of the month and I use it to plan the next month. I can’t tell if the app recognizes that. It looks like it wants to count my March paycheck for March bills but the month is over. Thank you.",3,FALSE,JoyfulOne73,"Overall great app, a few snags that almost seem deceptive",positive,,,,,
1/7/2022 0:22,"{'id': 27339409, 'body': 'Hi Jennifer! Thank you for rating our budget app! It would be helpful if you could share your insights about improving budgeting features and describe the problem with the web app at support@pocketguard.com. Have a nice day!', 'modified': '2022-01-10T08:27:20Z'}","App is well designed and extremely helpful, though there’s room for improvement. A number of banks are not able to sync (Apple card, Ellevest) which causes for inaccurate info, the desktop application is exceptionally slow preforming, and there are a few features that could use tweaking (like the ability to recognize transactions and associate them using ‘to’ and ‘from’). Still rating 5 star though, because it is the best money management app I’ve ever used and I find it very user-friendly.",5,FALSE,JenniferBumgardner,"Pretty Incredible, Could Use Improvement",positive,,,,,
3/2/2023 17:43,"{'id': 35236208, 'body': 'Hi there! Sorry for the inconvenience. Please contact us at support@pocketguard.com so our support team can get additional information about your issues and investigate them in detail. Hope for your understanding.', 'modified': '2023-03-06T17:07:29Z'}","This app is a really cool idea and if it worked well I’d continue my paid subscription. However, there are a couple big issues: 
- It’s really slow - almost unusable. This seems newer. When I first started using it it wasn’t this slow. Just scrolling through transactions is so tedious because it freezes and then scrolls way further than you want 
- It doesn’t always catch when your accounts are out out of date or not updating. For example, I have one account that just won’t seem to update any transactions from the last 6 months but PocketGuard isn’t showing any errors with the connection. This type of ‘silent’ failure to update really takes away from the value  because I can’t trust what I see in the app.
-There also seems to be pretty frequent errors with accounts where I have to remove and re-add them or re-enter credentials. This is probably more related to the external accounts and their security but it’s still annoying. 

All in all, I find myself using the actual bank apps more than PocketGuard due to these issues even though I’d prefer to have it all in one place and use PocketGuard.",1,FALSE,Reggie12112,"The bugs, slowness, and lack of reliability aren’t worth it",positive,,,,,
5/4/2022 17:44,"{'id': 29595991, 'body': 'Hi there! Thanks for your feedback. It’s great to hear that PocketGuard helps you stay on track and control your money. We have already started working on pending transaction handling, so you’d be able to edit them and match them with the posted transactions. Besides that, please contact us at support@pocketguard.com, so we could investigate the issues and troubleshoot. Have a wonderful day!', 'modified': '2022-05-06T12:21:28Z'}","I love using PocketGuard for tracking my day to day spending and making sure I have enough to cover my bills. It’s fairly intuitive and is better for day to day tracking than things like personal capital. 

However, there are a couple things that don’t work quite right or as expected. 

Firstly, pending transaction are taken out of your “pocket” but can’t be modified or attributed to bills. It can take quite a while for some transactions to be marked as cleared, which means that often times my “pocket” is wildly inaccurate, since it’s counting large bills like my rent effectively twice. That kind of defeats the purpose of the tool. 

Secondly (and this may have more to do with the financial institution), but there are certain accounts that are listed as addable, but simple aren’t. My savings account, for example, hasn’t been able to sync for 6 months and the error is just a vague “something went wrong.” Mind you it syncs fine on other budgeting apps. So that’s disappointing.",4,FALSE,PleaseDon'tAsk,"Great, but has a few issues",positive,,,,,
9/3/2023 2:11,"{'id': 38711123, 'body': 'Hi there! We are sorry for the inconvenience. It seems that during the processing of your second payment, we encountered an error, which resulted in your subscription status being changed to inactive. This problem can be fixed on your side by clicking on the ""Restore Purchase"" button. If you cannot find this button or would like to get a refund, please contact our support team at support@pocketguard.com. Hope for your understanding.', 'modified': '2023-09-04T12:49:26Z'}",I signed up for the plus membership so you have to pay the 9.99/month. After the first month they reset all the in-app features to basic subscription. Despite continuing to pay for the plus membership I was promted in the app to subscribe to the plus membership when I opened the app. I was also not given access to the premium features and a message would pop up saying I needed the plus membership to use those features. Definitely will NOT be recommending this app. It’s a scam.,1,FALSE,mt2532019,Bogus app,negative,,,,,
3/29/2024 22:31,"{'id': 42988177, 'body': 'Hi there! We are always looking to improve the experience of our users and really appreciate your review. The development team has received your feedback and will discuss it internally. Have a great day!', 'modified': '2024-04-02T08:48:02Z'}","My biggest problem with Pocket guard is that when I go to check my accounts, I can’t view them all on one page, I have to scroll down to see them all so I end up writing them down on paper which kinda negates the advantage of having them listed on an app. 
    Secondly, I can’t check my latest transactions in each account. The transactions are listed but it is not easy to see which account they were made from or what category they might belong to. 
    Thirdly, I find it would be more helpful to have my accounts listed in ranked order from greatest to least.
     Fourth, the option to log out should be on the main screen, or at least at the top of the drop down menu. 
     I miss Mint.",2,FALSE,BuggettaBeaucoup,Mint was way better,positive,,,,,
8/25/2024 13:58,"{'id': 46285765, 'body': 'Hi there,\n\nThank you for your awesome review! 🌟 We’re glad PocketGuard is working well for you and that you’re enjoying the user-friendly interface. The trial reminder is just to keep you informed, and we appreciate your understanding.\n\nIf you need anything, we’re here to help. Thanks for recommending PocketGuard!', 'modified': '2024-08-27T07:21:51Z'}","I am loving this app and I have tried several. All of my banks and credit cards link up to the app without any errors and the interface is very user-friendly. I was already planning to keep the app because of how easy it makes it for me to analyze my spending, but then I got an email from warning me I only had two days left on my free trial and warning me to cancel before I get charged I don’t love the app. That is proof right there of how confident PocketGuard is that they have a quality app, and they are right! Great app, download it for yourself!",5,FALSE,StoneSnoop,Get This App,positive,,,,,
2/5/2024 16:20,"{'id': 41809208, 'body': 'Hi there! You can turn off the pop-up from your Settings > Notifications. Also, you can filter your transactions and upload a CSV file that includes only monthly transactions. I will pass your feedback to my team. Feel free to contact us at support@pocketguard.com, in case of any concerns or suggestions.', 'modified': '2024-02-07T08:30:13Z'}","I’m still getting used to this program. I’m not retirement age yet but have no debt so I wish I could hide the debt pay off section since it is irrelevant to me.  Also, I wish I could export monthly transactions instead of the over 20,000 I imported from Mint. Have a date range to export would be helpful.  I need to stop the pop-up asking for cash expenses, I use credit cards almost exclusively since I am a point collector through various credit cards. I see the point but again irrelevant to me. It would be nice if I could track my points and miles since the points at least have a cash value.",4,FALSE,SandyMiller888,Not bad,positive,,,,,
4/2/2019 4:55,,"Overall this app is the best I have found to budget and monitor spending in one account. Unlike others it does a really great job tagging things to the appropriate category, and even when it doesn’t it’s easy to fix. I love the spending limits feature but **wish there was a weekly option as well!** When you get paid bi-weekly monthly budgets are very difficult to plan because paychecks never hit on the same dates. The ability to monitor weekly spending and stay in my budgeting limits would be a game changer and I would definitely pay for a pro account if that was an option.",4,FALSE,jrcrimmings,Excellent app for budgeting - needs weekly budget option,positive,,,,,
1/4/2023 1:36,,"Biggest complaint is the frustratingly long time it takes to update your accounts. It takes days for it to reflect past transactions whether they’re income or expenses. 

The app itself offers plenty of features but it’s not very user friendly. Adding some tutorials would be nice. Getting rid of the Find Savings tab would be nice as well. Overall this app just throws a lot of information at you and doesn’t really show you how any of it is connected very well for you to actually manage your budget properly. You’ll find yourself trying to go back and forth between tabs and various options just to do a simple task.",3,FALSE,2a2o,Could be better,positive,,,,,
1/11/2020 14:13,,"There are a few things I wish this app would do- like I want to apply just more than one goal in savings for my one savings account (ie: I’m using it to save an emergency fund AND a vacation- why can’t I split my amounts and track them?)

There are some features that it’s says are “coming” but not available yet... like if I make an extra payment toward my personal loan, I’ll be able to apply which account I drew from to pay it (and not just “cash”). It’ll be a lot more helpful when these features are added.

But I’m mainly happy it actually connects to all of my accounts. Other apps like YNAB don’t work with a lot of banking companies.",4,FALSE,melora98,"Great, and could be greater",positive,,,,,
12/26/2023 0:42,"{'id': 41151533, 'body': 'Hi there! Thanks for the review! We are glad to hear that you enjoy using our budgeting features. Have a nice day!', 'modified': '2024-01-08T15:00:00Z'}","This app has an In Your Pocket feature that is EXACTLY what I want from a budgeting app. You put in your income and expenses (with plenty of options to reflect the different types of both), and then you get to see what’s left “in your pocket.” If you want to know how much money you have to spend on ancillary purchases, that’s what this tells you. It’s the perfect thing to help you determine if a current purchase—for which an entire budget category doesn’t make sense—is reasonable or not. I highly recommend this app!",5,FALSE,Ethanveritas,"So simple, So good",positive,,,,,
1/19/2024 12:20,"{'id': 41439657, 'body': 'Hi there! Sorry for the inconvenience. Please contact us at support@pocketguard.com, so we can investigate your case and report this issue to our data provider. Have a great day!', 'modified': '2024-01-22T08:07:44Z'}","I’m currently trialing a few finance/budgeting apps, and so far Pocket Guard is pretty good. It’s features and functions are easy and allows for a satisfying amount of customization (though I could use even more).

Where it is falling very short for me is the inability to link my AmEx High Yield Savings Accounts. The bulk of my cash are in these accounts making it tough to reap the full benefit of the app. Other apps seem to have this same issue, which is odd given I had no issue linking my AmEx credit card. 

If I didn’t bank with AmEx, PG would be would be a no brainer for me to continue on with.",4,FALSE,EBizz81,Cannot link AmEx High Yield Savings Accounts,positive,,,,,
8/10/2020 22:31,"{'id': 17236566, 'body': 'Hi there! Thank you for your feedback. Unfortunately, Apple Card currently doesn’t support linking to PFM apps. And regarding the issue with your store cards, please email support@pocketguard.com, so we could dig deeper into it.\r\nAs for the weekly budget, I’d suggest creating a $100 x 4weeks = $400 monthly budget and track the weekly progress. This way, you can spend up to $100 the 1st week, up to $200 2nd week, and so on.\n\nHappy budgeting :)', 'modified': '2020-08-12T11:09:05Z'}","Heard about this from my SO, it’s easy to use & free. The only reason I gave 4 stars was bc I couldn’t add store credit cards onto my Pocket guard account (an error popped up). Also, I had a spending goal but under goals, I wasn’t able to write that down (ex: I want to spend $100 on groceries each week). This isn’t too much of a problem for me, bc I can keep track of this myself. I just wish I could add my store credit cards. Also, my SO said he couldn’t add his Apple Card so I guess store credit cards not connected to major banks don’t work. However I still think it’s a good app and user friendly.",4,FALSE,career to student,Simple & easy but doesn’t have all store credit cards,positive,,,,,
5/3/2022 14:14,"{'id': 29574672, 'body': 'Hi there! Thanks for the review! Our team is glad to hear that the app fits your tracking purposes. Be assured that your request is heard, and we will discuss internally whether we can modify the app in this matter. Have a nice day!', 'modified': '2022-05-05T12:34:27Z'}","I really like this app. It has really helped us see where our money is going.  
I do wish their was an option to turn off auto categorizing of transactions. I find myself searching all transactions for errors almost daily. If i could turn it off I could rest comfortably knowing they we’re always correct. 
For example, we sometimes buy gas at a location and sometimes we just stop in for a drink. The app puts this stores purchases in one category always. 
Not a big problem, can just be time consuming. 
The app is completely worth it regardless.",4,FALSE,takeanamealready,It’s great,positive,,,,,
3/26/2024 2:10,"{'id': 42884421, 'body': 'Hi there! Sorry for the inconvenience. Unfortunately, we\'ve experienced a huge impact on our support team due to the Mint shutdown. If you activated your free trial on iOS - you can go to Settings > iTunes & App Store > Apple ID > Subscriptions > Cancel. If you activated the free trial on our web app - go to the ""Settings"" tab > Customer portal > Cancel plan.\n\nPlease contact me directly at ivan@pocketguard.com, so I can answer your support cases and refund your subscription. Hope for your understanding!', 'modified': '2024-03-28T08:52:43Z'}","Literally spend FOREVER, sent three emails and deleted several points of detailed data in order to cancel this free trial before I was charged and YOU CANT! It’s a scam. Period. They claimed I needed to delete the subscription from apple (purchase on the App Store) but the only thing purchased through app was the FREE trial. They charged the subscription on my card. Nothing listed as even possible to refund because nothing was purchased through apple. Deleted EVERYTHING from the app, followed all the cancelation instructions and email THREE TIMES to insure I was all set. Silence.  Listen, this is a scam.",4,FALSE,Not FREE Trial - can’t cancel,Free trial is a SCAM - you can’t cancel,positive,,,,,
6/18/2019 4:38,,"From what I can tell, this is the only app out there that is designed around the exact way I like to budget. It takes the month’s income and subtracts all your bills, subscriptions, recurring payments, things like that. So the money you have left over is what’s available to spend on food, gas, incidentals, fun stuff, etc, and the app keeps track of this number for you so you don’t have to worry about keeping track of it on your own. It’s exactly what I needed to help me stop unintentionally overspending! Very glad to have found this app. Thanks!",5,FALSE,..kayla..,Game changer for me!,positive,,,,,
7/10/2020 2:49,"{'id': 16536106, 'body': 'Hey guys! Sorry for the inconvenience. The problem with missing transactions is a known issue at the end of our data aggregation provider (Finicity). We’re working diligently to have it resolved as soon as possible and let you know once we hear any updates on this matter. Regarding the issue with ""Sallie Mae"": please, contact us at support@pocketguard.com, so we could file this case with our data aggregation provider. Hope for your understanding!', 'modified': '2020-07-10T13:56:12Z'}","Pros: 
-graphs and pie charts showing spending, income , and what was spent on
-easy to set up 
-dark mode with cool colors
- let’s me adjust dates on transactions which is nice because my paycheck for a month sometimes comes in the next month which can mess up my data
- auto savings as well as auto saving from each pay check 
- a lot of categories to choose from for transactions 
- merchant history which allows you to see past monthly spending on one category
Other things these are the best for me

CONS: 
- I don’t know why some transactions aren’t showing up and it really screws with my income vs spending graphs 
-can never connect to Sallie Mae 
- auto save isn’t consistent at taking out money as indicated

Overall I love this app and for the past 2 months I’ve  run into the problems stated in cons. I don’t know why it’s happening I contacted support and they’re taking a while to get back to me. If these things could be fixed this app is the best among the others in my opinion. But these flaws are defeating the purpose for why I even use it :/",3,FALSE,Migo_Brandon and Karina,Pros and Cons,positive,,,,,
9/4/2018 14:36,,"It's hard to believe, but I've already saved a lot of money thanks to this app. It was a little difficult to follow my savings goal at first, so my advise is to start from the small amount and then go step by step to the bigger one. Don't forget to set up your spending limits as they will help you not to overspend and again, achieve the goal. The other advice is to make sure you've set up your recurring transactions properly and all the transfers were matched. And check the faq as it was pretty helpful when I've just started.",5,FALSE,Rosseeeee.FJc,Impressed,positive,,,,,
9/11/2018 1:00,,"I would highly recommend this tool to everyone who has decided to change the way of spending. This app won't tell you where to spend and where don't, but it will show you what happens if you do this. Overspent this week? Try to cut the spending on everything you can in order to stay on track this month. Failed this month? Go and increase budgets for each category. Everything is pretty simple but you may need to have a good planning in the beginning and at the end of the month.",5,FALSE,Grunwald Philipp,Recommend.,positive,,,,,
2/23/2023 0:57,"{'id': 35057381, 'body': 'Hi there! Unfortunately, we cannot investigate such issues without additional information from your side. Please provide our support team with details so they can dig deeper into the problem. Hope for your understanding.', 'modified': '2023-02-24T14:53:16Z'}","This app has potential but it’s so flawed at this point that it’s virtually useless.  Many many transactions are duplicates so your budget updates are always wrong.  Some transactions are repeated two and three times.  I written to the support email several times but I always get the same bot response.  These developers have a good idea but a terrible execution.

Which is too bad.  I really wanted a portable budget app that gave me ACCURATE updates on my spending.  This app does the very opposite.",1,FALSE,TimP23,Too many bugs.  Poor support.,negative,,,,,
12/31/2023 17:33,"{'id': 41151715, 'body': 'Hi there! Thank you for the feedback! Please contact our support team at support@pocketguard.com so we can get more information about the features you are missing in the app. Hope for your understanding and have a good day!', 'modified': '2024-01-08T15:09:14Z'}","I came over from Rocket Money because many of my accounts were not able to connect to Rocket Money. The good news is that all of my accounts connect to Pocket Guard. The not so good news is how Pocket Guard shows monthly budgets. I’m currently renovating my house and I’ve been transferring and spending savings. Pocket Guard doesn’t have the level of automation that Rocket Money does and so it is treating transfers and withdrawals as expenses effectively double counting.  Rocket Money does this for you, which is a time saver. I hope pocket guard enhances expense categorization. I paid for a lifetime membership and I’m starting to regret it.",3,FALSE,Maveric09,Was hoping this my last budgeting app,positive,,,,,
10/26/2022 20:13,"{'id': 32835587, 'body': 'Hi there! Sorry for the inconvenience. According to the errors you’ve mentioned, the issue has happened on the end of our data aggregation provider - Finicity.com. Please contact us at support@pocketguard.com, so we could get all the required information to file your case for troubleshooting. Hope for your understanding.', 'modified': '2022-10-28T08:07:32Z'}","I paid for plus to be able to access the debt payoff plan. I’ve added a few accounts, but am no longer able to add credit cards or loans. The whole point of the payoff plan is to help me understand the order in which to payoff debts by using snowball or avalanche method through the app. I’m not able to get the full picture since I cannot add all my accounts to compare APRs and balances. Continually getting error codes 170, 940, and “contact your administrator if error continues” errors.",1,FALSE,apace21,Cannot add accounts,negative,,,,,
9/17/2018 15:45,,"I would highly recommend this tool to everyone who has decided to change the way of spending. This app won't tell you where to spend and where don't, but it will show you what happens if you do this. Overspent this week? Try to cut the spending on everything you can in order to stay on track this month. Failed this month? Go and increase budgets for each category. Everything is pretty simple but you may need to have a good planning in the beginning and at the end of the month.",5,FALSE,AmikoU.,Great app,positive,,,,,
9/30/2018 20:13,,"You’re forced to connect a bank or billing account right after signup and aren’t given the option to delete your newly created profile if you’re not comfortable with that. You can only sign out, but there’s no way to bypass the bank account connection screen.

This is either UX in need of refinement or an oversight by the product team. This feedback is coming from a product manager working in tech:

Refine your workflow because you’ve completely missed a key use case and have created a dead-end scenario between sign up and account connection. As an app based in the finance space, you cannot afford to forego user trust. It’s too expensive.

“As a user, I want to delete my newly registered account, because I’ve decided that I’m not comfortable connecting a back account.”",1,FALSE,josecaldera,Poor UX: Cannot Delete Account Between Sign Up and Account Connection,negative,,,,,
10/27/2019 13:59,"{'id': 11902374, 'body': 'Hi Joey! We have a Referral Program, so you can apply for Plus for free: https://help.pocketguard.com/hc/en-us/articles/360002196519-PocketGuard-referral-program-or-how-to-get-Plus-for-free-. Also, if this is not a feature you are ready to pay for, I would appreciate if you contact us at support@pocketguard.com and tell us about the features that worth your money. ', 'modified': '2019-11-18T09:25:54Z'}","In order to add a one time payment (common for people who get different amounts with every check, that is, those with part-time or service jobs with inconsistent and unpredictable hours) you have to pay for the PLUS version of this app. 

Pocketguard has failed its mission in that it does not help the working people who are strapped for cash and in most need of a simple budgeting app. In other words, if you are struggling with financial instability, pocketguard wants you to pay THEM for it. Way to go",1,FALSE,Joeyroo95,Can only do repeat paycheck amount,negative,,,,,
5/1/2024 15:53,"{'id': 43671211, 'body': 'Hi there! We are glad that you are enjoying using our app. Have a nice day!', 'modified': '2024-05-03T09:00:09Z'}",PocketGuard has been a really helpful tool in understanding our family expenses. Early on I had trouble syncing to my smaller credit union and PocketGuard worked on the issue over a couple weeks until it was resolved. Syncing is smooth now and the categories and tracking are easy or manage. I purchased the full plan a year or so ago and and glad I did. The extra functionality has been well worth it.,5,FALSE,PiggyBank021,So many functions and great support,positive,,,,,
3/25/2024 17:44,"{'id': 42989559, 'body': 'Hi there! We are so sorry for the inconvenience caused. Unfortunately, the unexpected Mint closure hit our support team so much. As a result, we are unable to provide quick replies to all support inquiries. That’s why we’ve decided to focus on our customer service automatization first and then continue delivering all the promised functionality, such as Rollover Budgets, Transaction Rules, etc. Hope for your understanding!', 'modified': '2024-04-02T09:22:18Z'}","This app promised several updates that kept getting pushed back. I was very patient in waiting for them to provide the updates they promised. However, when I finally reached out after months of waiting, I was told they still were unsure of the expected updates. I asked for a refund and they were unable to process it. I was told to go through Apple. However, Apple said that I waited too long and they were no longer able to refund me for the subscription. Long story short: don’t believe PocketGuard when they say they are going to make updates. And don’t wait too long for them to make these updates before you request a refund!",1,FALSE,Slusie,Unfulfilled Promises and No Refunds,positive,,,,,
2/1/2021 21:37,"{'id': 20884793, 'body': 'Hi Bobby! Sorry for the inconvenience. Please, email us at support@pocketguard.com, so we could investigate the root cause of the issue and troubleshoot as soon as possible. Hope for your understanding.\n', 'modified': '2021-02-05T15:50:12Z'}","Once you link your accounts, you will frequently experience emails from PocketGuard with “Houston, we have a problem” that states one of your accounts has been disconnected. If you’re lucky you can reconnect it, but chances are you’ll keep getting an error. There are some accounts, like my retirement, that won’t even connect for a first time. It’ll tell you wrong credentials, even though I’m literally copy and pasting them from the account settings of that bank. If I can’t connect my accounts or if they won’t stay connected then I consider it unusable.
Definitely not worth the paid version, at least. 

It’s a bummer because the analytics and budgeting features are easy to use and understand. Oh well, onwards.",1,FALSE,BobbyLight1,Won’t stay connected...,positive,,,,,
11/28/2020 13:32,"{'id': 19440369, 'body': 'Hi there! Thank you for your feedback. Indeed, you can set up a recurring bill every 2 months in the app, however, if you need to change the next bill due date, you should go to the bill details and select the correct due date manually. Regarding transactions, please send us a screenshot from your online banking displaying missing transactions at support@pocketguard.com and specify the name of the financial institution, so we could dig deeper into the issue and resolve it as soon as possible. Hope for your understanding.', 'modified': '2020-11-30T14:33:00Z'}","This app is ok so far but it needs some work. Please add a feature where we can add a due date for things that are billed every 2 months. For example, I have a bill for renters insurance that is billed every 2 months. The app has the option for me to select it but when I tried to put the next bill due date in the app, it won’t let me select the date that is 2 months from now. Please fix it. Also transactions don’t always show up although the banking info is correct. Once the app is more user friendly I’ll update my rating.",3,FALSE,Lexigurl1982,Ok but needs work,positive,,,,,
4/13/2023 13:41,"{'id': 36050788, 'body': 'Hi there! Please note that calculations in our app are based on your income, not on account balances. You can contact our support team at support@pocketguard.com, and they will help you resolve any setup issues. We hope for your understanding, have a nice day!', 'modified': '2023-04-19T12:20:01Z'}","I’ve Ben trying to set up my budget for the past hour. It’s literally impossible. Despite having plenty of money in my accounts this stupid app thinks I’m -2,000 in my accounts. 

Why does it think I will buy $1,000 worth of plane tickets every month just because i recently bought a plane ticket???

Why did it assume that cash i till out of an atn is a ‘recurring bill’??

The first time user experience is absolutely horrible. I was really exciting about automating my budgeting that I’ve been doing manually with another app; but this is impossible to set up!

This app needs a consultant to help the developers make it more ‘idiot proof’ because I’m so frustrated I’m about to give up and just delete it after less than an hour.",1,FALSE,nunuv yurbidniz,Way too hard to set up,negative,,,,,
8/14/2018 16:24,,"I was very excited when I'd started to use PocketGuard and now I'm really excited about my achievements. It's been a year and I was able to save up enough money for buying a new car. It was pretty important as I use it for my job and family needs equally. Hard to imagine that you can set aside some small amounts of money and then buy a new car, but when you stop making impulse purchases in almost every category, you will definitely see the prospects.",5,FALSE,De Estelbano,Definitely recommend,positive,,,,,
6/1/2018 10:50,,"When you are single, budgeting doesn't seem as somthing must-have. However now as a married man with a toddler I know that it's crucial for my family to have not only a decent amount during the whole month, but also have a safety net fund. Pocket Guard was the app that helped me to start budgeting and change my spending habits. Besides, it's awesome that the app categories my purchases and it only takes me minutes to check what I am spending on this month.",5,FALSE,that_is_enough,Good for my family,positive,,,,,
1/18/2024 0:24,"{'id': 41404334, 'body': ""Hi there! Please note that you can start a 7-day free trial and if you won't like it, you can simply cancel from your device settings. After that, your PocketGuard profile will switch to the free basic version and you will be able to purchase a one-time lifetime option. Our team would appreciate your valuable feedback based on the updated budgeting experience within the app."", 'modified': '2024-01-19T17:16:22Z'}","I downloaded the app hoping to just pay a one time fee with no subscription. As it is advertised in their app page. 

Web search’s turn up that they’re doing A/B price testing and playing around with subscriptions and pricing models. I’m good off that. I’ll be going back to the old ways of tracking my budget until I can find a simple one time fee that doesn’t require subscription and milk my budget for more money. The irony in the sales tactic is thick. 

Now I’m just disappointed that I gave all my financial information to some organization that doesn’t have my best interests to begin with.",2,FALSE,xiaodedraco,Not even 5 hours in and I’m out.,positive,,,,,
11/26/2019 15:54,,"Unfortunately, this App has a fatal flaw that limits its use. The app inputs data from your credit card and you subsequently categorize your purchases into budgets. What this app fails to do it save your categories. Credit card companies frequently update and when this happens you lose all of your information. Months of work categorizing your purchases is lost. Therefore, this app doesn’t work! I even purchased the full subscription.",1,FALSE,Concerned Critic 33,Fatal flaw,negative,,,,,
3/15/2024 16:30,"{'id': 42658157, 'body': 'Hi there. We are sorry for the inconvenience. Please contact me directly at ivan@pocketguard.com so I can review your issues in detail. Hope for your understanding!', 'modified': '2024-03-18T11:58:10Z'}","I have an American Express card and recently it’s started to disconnect from pocket guard and is the biggest hassle to log back into. 

I also noticed that at least once a week my transactions are moved out of the “Budgets” I assigned them to previously, so I have to go back and do it again. It’s a good concept of an app but there are many bugs that make it frustrating. 

I’d also like the ability to see from month to month where I’m at versus just one single month… rename certain transactions differently.. several things like that that just don’t have the customization.",2,FALSE,MCot18,Just ok.. lots of syncing errors,positive,,,,,
8/18/2024 16:00,"{'id': 46135185, 'body': ""High praise indeed! Thank you for choosing PocketGuard as your financial management tool. Indeed, we don't have the option to switch between family and personal views for now, so if you want to track your own spending, you'll have to create another profile. Adding this feature is a great idea, and we’ll definitely consider it for future updates. \r\nStay tuned for more improvements, and feel free to share any other ideas you have!\r\n\r\n"", 'modified': '2024-08-20T19:27:11Z'}","I really like the user interface and tools within the app.

The only reason u give it 4 stars not 5 is that, I cannot log on to multiple devices at one time, nor can I share my budget.  My spouse and I use this together and it would make things so much easier if we were able to share it that way.

When I tried using the “share” option in the app, it just send a link for them to create their own individual budget/profile",4,FALSE,Ironphi556,Love it for the most part.,positive,,,,,
10/21/2018 23:39,,"I have been looking for a budget, income and spending app. Tried Mint ! Did not like it. Tried EveryDollar. It was a disaster. Crashed many times. Disconnected from the bank. Customer service was a pain in the neck. And when you connect it all the transactions you have to enter again. Gave up on that pricey deal. Finally I found this one. Great look. User friendly. Only one suggestion:  How can I enter cash expenses? Or am I missing anything ? To make the story short: I LOVE IT SO FAR.",5,FALSE,Philosophia,Love it so far,positive,,,,,
2/9/2023 13:23,"{'id': 33456199, 'body': 'Hi there! Thanks for your feedback. PocketGuard doesn’t let to set unachievable goals. That means if you don’t have enough money in your In My Pocket to contribute minimum contributions on a monthly basis, then you should adjust your budget or start next month. Another way is to set a minimum amount for this month and edit your goal for the next month. Please contact us at support@pocketguard.com, so we could review your case and send the instructions. Hope for your understanding.', 'modified': '2022-11-30T15:23:35Z'}","Every day when I open the app I have to manually remind the app to refresh my bank account data to the current day. It used to automatically update around 5am daily. Also, it’s taking longer and longer (upwards of 3-5 minutes) for the data from the bank to cross over to the app. This used to happen within a few seconds. I have downloaded the most current version with the same issue.",4,TRUE,Rhs781,App not updating account info automatically,neutral,,,,,
2/6/2024 22:20,"{'id': 41834629, 'body': 'Hi there! Sorry for the inconvenience. Our team is experiencing a huge impact of support inquiries due to the Mint shutdown. Please contact me at oleksandr@pocketguard.com, so I can analyze your case and send detailed steps how to troubleshoot. Hope for your understanding.', 'modified': '2024-02-08T08:49:37Z'}","It’s a great looking UI, and seems like great features. The problem is it just won’t register one of my regular paychecks I get monthly from the link with my bank. It gets one but not the second check. Because it looks like I’m over budget since it can’t see my full income it won’t let me make a budget or any goals. I’ve submitted questions through the help messaging and emailed and no one responds. I’ve had it for a couple months now hoping it would catch up but no such luck. So I’m not going to pay for anymore months on an app I can’t use. Good luck to others!",2,FALSE,Mamamadbean,Removing from my device,positive,,,,,
1/3/2024 3:11,"{'id': 41152056, 'body': 'Hi there! Thanks for your feedback! Please contact us at support@pocketguard.com so we can get additional information about the issue with your location. Hope for your understanding and have a great day!', 'modified': '2024-01-08T15:22:47Z'}",I’m glad pocketguard has the best U.S bank connectivity out of all the budgeting apps I’ve used. I also love how the UI/UX is modern and minimalist. Problem is that I can’t access Pocketguard while traveling for business in Asia. And thing is I travel a lot. The only way to use Pocketguard is to turn on a VPN and then manually refresh my bank accounts to get the latest data which is a big inconvenience and that’s what stops me from paying extra. Other budgeting apps don’t have this problem,3,FALSE,Edenxavier,"Bank connectivity is great, managing while overseas? Not so much",positive,,,,,
